period,source_file,awc_code,anomaly_kind
2024-05,AWC_Operational_Efficiency_05_2024_May.csv,77010040302,extreme_rate_spike
2024-05,AWC_Operational_Efficiency_05_2024_May.csv,77010040504,efficiency_out_of_range
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77001010202,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77001020103,negative_count
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77001020404,negative_count
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77001020410,population_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77001030208,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77002010405,efficiency_out_of_range
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77002020205,measured_exceeds_active
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77002020410,measured_exceeds_active
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77002030502,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77002040104,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77002040505,efficiency_out_of_range
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77004020105,population_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77004020209,population_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77004020510,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77004030304,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77004040204,negative_count
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77004040302,negative_count
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77004040505,negative_count
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77004040506,measured_exceeds_active
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77005010205,negative_count
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77005010407,efficiency_out_of_range
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77005010510,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77005020206,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77005030407,measured_exceeds_active
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77005040405,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77005040510,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77006010102,measured_exceeds_active
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77006020510,measured_exceeds_active
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77006040205,population_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77006040305,population_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77006040403,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77006040408,negative_count
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77007010101,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77007010305,population_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77008010107,negative_count
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77008010108,efficiency_out_of_range
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77008040205,population_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77008040301,population_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77008040302,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77009010508,negative_count
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77010010109,extreme_rate_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77010030301,population_spike
2024-06,AWC_OPERATIONAL_EFFICIENCY_JUNE_2024.csv,77010040302,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77001010204,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77001010205,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77001020310,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77001040109,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77002020206,efficiency_out_of_range
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77002020308,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77002040209,population_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77002040306,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77003010104,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77003010302,efficiency_out_of_range
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77003010309,population_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77003030404,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77003040307,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77003040402,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77004010510,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77004020505,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77004030102,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77004030106,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77004040210,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77005010104,population_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77005010401,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77005040403,efficiency_out_of_range
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77006010506,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77006020302,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77006030202,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77007010505,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77007030407,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77008010504,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77008030409,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77009020310,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77009020404,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77009020409,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77009030407,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77009030409,population_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77009040108,extreme_rate_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77010020107,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77010030508,negative_count
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77010040202,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77010040302,measured_exceeds_active
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77010040502,population_spike
2024-07,AWC_Operational_Efficiency_July_07_2024.csv,77010040504,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77001010305,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77001010404,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77001030503,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77001030506,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77001040409,efficiency_out_of_range
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77002010206,efficiency_out_of_range
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77002020410,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77002030105,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77002030201,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77002030301,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77002040206,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77002040304,efficiency_out_of_range
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77003040206,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77003040207,population_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77004020310,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77004030107,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77004030204,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77005010210,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77005010401,population_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77005020206,efficiency_out_of_range
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77005020305,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77005020306,population_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77005030207,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77005040207,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77005040310,efficiency_out_of_range
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77006020302,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77006020507,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77006030501,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77006040309,efficiency_out_of_range
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77007010108,efficiency_out_of_range
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77007010410,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77007010510,efficiency_out_of_range
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77007020203,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77007020409,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77007030207,population_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77007040204,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77008030205,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77008030301,population_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77008030303,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77008030506,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77008040202,measured_exceeds_active
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77009010109,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77009010409,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77009020104,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77009030303,negative_count
